timestamp,USDT_ARS_Parallel_sell_price,USDT_ARS_TradingView_open,USDT_ARS_TradingView_close,USDT_ARS_TradingView_high,USDT_ARS_TradingView_low,USDT_ARS_TradingView_volume,USD_ARS_Official_open,USD_ARS_Official_close,USD_ARS_Official_high,USD_ARS_Official_low
2023-08-25,725.0,737.57,746.92,759.12,734.5,376532.38,349.95,350.0,350.0,349.61
2023-08-26,,747.6,746.79,750.95,743.5,162338.54,,,,
2023-08-27,,747.25,747.68,749.33,743.5,181478.55,,,,
2023-08-28,730.0,748.86,763.63,775.5,745.0,642904.75,350.0,349.95,350.0,349.65
2023-08-29,745.0,763.62,778.63,785.02,760.0,758965.76,349.95,349.95,349.95,349.61
2023-08-30,740.0,779.93,779.11,796.35,768.5,796544.69,349.95,349.65,350.0,349.61
2023-08-31,730.0,779.43,766.16,786.75,755.2,625417.46,349.65,349.95,350.0,349.65
2023-09-01,730.0,765.73,745.6,777.55,734.5,830303.53,349.95,349.7,350.05,349.7
2023-09-02,,745.28,741.71,750.88,729.0,262912.5,,,,
2023-09-03,,741.1,746.03,750.65,736.0,167627.89,,,,
2023-09-04,735.0,747.12,733.12,749.67,724.41,607766.31,349.7,350.0,350.0,349.7
2023-09-05,723.0,733.73,742.8,745.6,724.0,566877.25,350.0,349.95,350.0,349.65
2023-09-06,720.0,741.5,749.14,754.99,740.53,511937.14,349.95,349.95,350.0,349.95
2023-09-07,715.0,748.85,732.82,750.26,727.0,444352.65,349.95,349.95,350.02,349.61
2023-09-08,705.0,733.33,721.47,738.0,705.5,394945.85,349.95,349.95,350.01,349.61
2023-09-09,,720.33,721.45,724.82,714.48,192424.03,,,,
2023-09-10,,721.83,720.61,726.74,716.54,159043.83,,,,
2023-09-11,717.0,720.16,722.89,726.5,715.06,276158.29,349.99,349.95,350.0,349.95
2023-09-12,728.0,722.88,731.23,733.46,721.75,255180.88,349.95,349.97,349.97,349.95
2023-09-13,735.0,731.87,729.37,736.72,727.83,350195.37,349.97,350.0,350.0,349.95
2023-09-14,725.0,728.46,724.2,733.48,722.5,307183.24,350.0,349.97,350.0,349.95
2023-09-15,718.0,724.42,723.44,730.65,714.95,495514.89,349.97,349.67,350.02,349.62
2023-09-16,,724.87,722.64,726.01,714.59,164631.92,,,,
2023-09-17,,723.11,727.11,727.56,719.45,105820.56,,,,
2023-09-18,735.0,727.18,729.04,732.54,721.1,432285.22,349.67,349.97,350.02,349.62
2023-09-19,740.0,729.89,732.12,733.75,726.88,271135.48,349.97,349.97,350.0,349.95
2023-09-20,735.0,731.42,737.35,739.95,729.2,358143.21,349.95,349.97,350.05,349.62
2023-09-21,745.0,737.25,744.0,746.69,734.38,548604.58,349.97,350.0,350.0,349.73
2023-09-22,745.0,744.0,741.37,749.5,737.93,516369.91,350.0,350.0,350.0,349.95
2023-09-23,,741.34,735.4,743.64,734.0,168252.98,,,,
2023-09-24,,735.33,736.0,739.19,730.15,112142.24,,,,
2023-09-25,743.0,735.38,748.6,751.64,732.4,251774.23,350.0,350.0,350.02,349.95
2023-09-26,752.0,748.13,768.11,771.0,746.08,650443.76,350.0,350.0,350.02,349.95
2023-09-27,773.0,767.52,776.83,782.39,765.5,689526.26,350.0,349.95,350.05,349.95
2023-09-28,785.0,776.35,800.73,807.5,774.6,802964.54,349.95,350.0,350.02,349.95
2023-09-29,805.0,800.03,807.29,820.84,787.66,934697.96,350.0,350.0,350.01,349.95
2023-09-30,,807.35,807.29,811.3,796.35,253308.01,,,,
2023-10-01,,805.37,813.36,813.87,801.95,288982.76,,,,
2023-10-02,798.0,813.56,815.08,824.15,805.06,956347.0,350.0,349.95,350.05,349.95
2023-10-03,805.0,816.2,845.17,899.85,811.36,1198388.95,349.95,350.0,350.02,349.95
2023-10-04,845.0,844.05,885.8,893.5,825.5,2034363.26,350.0,350.01,350.02,350.0
2023-10-05,843.0,886.43,873.85,902.46,866.5,1083533.59,350.01,350.0,350.02,349.95
2023-10-06,895.0,872.83,874.35,881.5,860.9,804580.72,350.0,349.71,350.05,349.62
2023-10-07,,874.35,872.16,879.4,862.0,268069.32,,,,
2023-10-08,,872.46,881.7,883.38,867.01,197318.57,,,,
2023-10-09,930.0,880.75,918.35,918.85,869.55,779141.76,349.71,349.95,349.95,349.71
2023-10-10,1025.0,918.1,974.75,994.5,902.36,1114407.45,349.95,350.05,350.05,349.67
2023-10-11,1020.0,974.75,950.56,1002.85,924.04,846738.67,350.07,350.07,350.07,349.71
2023-10-12,970.0,950.56,945.06,962.5,937.62,682211.05,350.07,350.07,350.07,349.95
2023-10-13,,945.4,936.73,961.0,932.36,294800.28,350.07,350.07,350.07,350.07
2023-10-14,,936.77,928.27,943.8,919.4,253016.78,,,,
2023-10-15,,928.08,942.53,944.36,919.91,164651.61,,,,
2023-10-16,,943.44,945.18,950.27,933.97,274652.63,350.07,350.04,350.07,350.04
2023-10-17,985.0,945.08,976.65,980.24,939.05,711378.26,350.04,349.91,350.06,349.7
2023-10-18,930.0,978.95,979.66,985.0,965.8,753145.86,349.91,350.05,350.05,349.91
2023-10-19,900.0,979.5,1046.6,1047.45,971.79,763523.91,350.05,349.95,350.07,349.65
2023-10-20,900.0,1046.7,1234.53,1238.88,1038.07,1314102.79,349.97,349.61,350.0,349.61
2023-10-21,,1227.38,1207.8,1264.03,1159.72,879645.45,,,,
2023-10-22,,1208.91,1060.03,1246.13,965.5,1008366.9,,,,
2023-10-23,1100.0,1061.29,995.61,1062.96,946.5,928819.88,349.61,350.02,350.02,349.61
2023-10-24,1075.0,985.73,945.44,997.92,910.0,611679.45,350.02,349.95,350.02,349.61
2023-10-25,1000.0,944.1,909.07,953.37,856.05,793670.18,349.95,349.95,350.05,349.61
2023-10-26,980.0,905.4,905.9,929.23,891.08,750751.61,349.95,349.6,350.02,349.6
2023-10-27,990.0,905.9,890.54,913.75,871.25,525713.6,349.6,350.03,350.03,349.6
2023-10-28,,890.59,890.38,896.69,878.29,256076.68,,,,
2023-10-29,,888.25,899.95,902.8,883.75,222130.92,350.03,349.95,350.03,349.95
2023-10-30,970.0,900.13,884.76,911.45,863.65,599172.8,349.95,349.95,350.02,349.61
2023-10-31,920.0,884.85,881.11,903.4,869.55,620066.8,349.95,349.95,350.02,349.95
2023-11-01,915.0,882.42,876.36,902.29,869.0,881040.02,349.95,350.0,350.0,349.95
2023-11-02,915.0,879.25,882.4,886.45,874.45,757367.52,350.0,349.95,350.02,349.67
2023-11-03,920.0,882.32,875.54,890.36,868.11,751502.73,,,,
2023-11-04,,873.92,877.79,880.65,871.15,372713.3,,,,
2023-11-05,,878.3,880.94,884.03,874.55,305665.47,349.95,350.0,350.02,349.95
2023-11-06,,880.12,863.51,884.88,860.46,794055.82,350.0,349.67,350.02,349.67
2023-11-07,890.0,864.46,842.53,873.15,821.69,930002.25,349.67,349.95,350.02,349.67
2023-11-08,890.0,841.82,863.55,869.95,826.67,1095044.01,349.95,349.95,350.01,349.95
2023-11-09,950.0,863.16,895.99,898.95,854.45,1095090.01,349.95,349.61,350.0,349.61
2023-11-10,955.0,896.09,896.84,910.95,887.68,904006.21,,,,
2023-11-11,,900.81,891.0,903.08,886.04,478801.72,,,,
2023-11-12,,893.0,906.44,911.0,889.25,294501.32,349.61,349.97,350.0,349.61
2023-11-13,925.0,906.45,894.15,914.11,880.55,643540.78,349.97,350.07,350.07,349.95
2023-11-14,925.0,893.85,901.2,907.45,886.8,800587.57,350.07,352.6,353.07,350.05
2023-11-15,1000.0,901.35,916.77,922.5,896.53,771603.02,352.6,353.45,353.47,352.6
2023-11-16,960.0,916.77,911.67,933.5,879.3,919533.43,353.45,353.95,354.0,352.61
2023-11-17,950.0,911.85,982.12,982.5,892.05,1036543.64,,,,
2023-11-18,,982.34,952.0,997.84,926.92,820955.02,,,,
2023-11-19,,949.33,1023.56,1100.7,929.15,1344610.32,353.95,353.83,353.95,353.12
2023-11-20,,1026.47,959.95,1039.03,940.17,1105784.43,353.83,355.97,356.07,353.83
2023-11-21,1075.0,959.95,926.65,986.29,855.5,1040962.12,355.97,356.45,356.55,355.97
2023-11-22,1075.0,927.61,966.17,997.91,919.75,1041818.42,356.45,356.95,356.95,356.45
2023-11-23,1055.0,966.11,979.29,992.0,958.05,774159.69,356.95,357.55,357.55,356.95
2023-11-24,1000.0,979.17,949.12,992.93,941.55,961227.22,,,,
2023-11-25,,954.33,937.3,956.75,908.35,366595.32,,,,
2023-11-26,,937.3,942.03,947.5,929.25,294939.26,357.55,358.95,359.04,357.55
2023-11-27,995.0,942.65,925.79,949.92,914.0,652237.48,358.95,359.5,359.54,358.95
2023-11-28,975.0,925.81,882.65,930.8,870.0,645756.06,359.52,359.95,360.05,359.5
2023-11-29,930.0,884.75,855.85,894.33,843.33,637616.45,359.95,360.45,360.57,359.52
2023-11-30,895.0,853.95,852.5,866.6,809.94,1048309.32,360.45,360.68,361.05,360.45
2023-12-01,955.0,855.21,902.33,940.15,842.5,963234.02,,,,
2023-12-02,,902.32,901.5,913.0,895.0,501331.33,,,,
2023-12-03,,902.72,909.45,919.39,898.81,350066.99,360.68,362.45,362.55,360.68
2023-12-04,950.0,907.51,901.88,942.36,896.25,1051218.85,362.45,363.04,363.05,362.45
2023-12-05,910.0,901.56,922.16,931.05,892.1,1410298.5,363.04,363.55,363.57,363.0
2023-12-06,930.0,922.04,925.99,931.45,914.26,1196625.8,363.55,363.91,364.07,363.55
2023-12-07,995.0,924.65,998.89,1000.64,922.17,1472487.17,363.91,363.7,363.91,363.7
2023-12-08,,995.78,1008.22,1017.57,984.19,934547.57,,,,
2023-12-09,,1007.3,1030.2,1032.82,997.65,715802.23,,,,
2023-12-10,,1028.62,1007.8,1045.0,977.55,1039681.46,363.7,365.62,365.99,363.7
2023-12-11,980.0,1006.12,995.3,1026.99,965.01,1260135.77,365.62,366.45,366.49,365.62
2023-12-12,1005.0,995.24,1100.91,1154.95,984.77,1609354.87,366.45,799.95,799.96,366.45
2023-12-13,1115.0,1112.28,1032.72,1177.95,1017.05,1665405.23,799.95,800.52,800.52,799.95
2023-12-14,995.0,1032.64,1004.25,1044.7,992.5,1055556.91,800.52,801.05,801.07,800.52
2023-12-15,970.0,1004.34,984.05,1012.5,976.62,958681.78,,,,
2023-12-16,,984.41,982.59,994.5,977.79,597023.95,,,,
2023-12-17,,987.62,989.03,993.05,981.45,343558.38,801.05,802.62,802.62,801.05
2023-12-18,985.0,987.41,965.45,993.07,955.0,1048845.58,802.62,803.17,803.17,802.61
2023-12-19,995.0,967.7,972.29,979.2,951.5,1086960.64,803.17,803.7,803.72,803.17
2023-12-20,995.0,971.17,969.32,981.85,896.61,1085146.9,803.7,804.2,804.25,803.7
2023-12-21,975.0,969.77,954.35,977.1,947.7,972045.46,804.2,804.75,804.77,804.2
2023-12-22,980.0,954.5,956.62,974.9,932.09,1067213.97,,,,
2023-12-23,,956.1,966.65,967.25,949.6,661779.29,,,,
2023-12-24,,966.5,985.47,989.45,963.68,536125.24,804.75,804.75,804.75,804.75
2023-12-25,,980.07,978.37,992.0,973.97,353191.35,806.85,804.79,806.85,804.79
2023-12-26,995.0,978.79,964.18,985.5,941.0,1073220.04,806.85,807.4,807.42,806.85
2023-12-27,1000.0,963.8,957.85,975.5,935.0,1218561.55,807.4,807.95,807.95,807.4
2023-12-28,1000.0,957.8,954.01,965.3,922.5,1647565.76,807.95,808.45,808.45,807.95
2023-12-29,1015.0,954.16,985.02,1059.41,949.76,1158946.36,,,,
2023-12-30,,983.85,984.83,994.0,974.5,647494.88,,,,
2023-12-31,,984.83,989.85,995.3,980.55,519788.99,808.45,808.45,808.45,808.45
2024-01-01,,989.8,979.7,996.0,976.5,456212.72,808.45,810.6,810.7,808.45
2024-01-02,1015.0,981.25,975.31,986.69,970.0,1454477.52,810.6,810.64,811.1,810.6
2024-01-03,1005.0,976.24,1014.29,1024.45,974.66,1120420.3,810.64,811.7,811.7,810.64
2024-01-04,1015.0,1013.5,1044.99,1056.75,1005.15,1054524.03,811.7,812.2,812.2,811.7
2024-01-05,1020.0,1044.87,1082.3,1093.95,1031.0,1167487.22,,,,
2024-01-06,,1082.29,1084.63,1093.45,1074.61,628539.0,,,,
2024-01-07,,1083.3,1086.72,1090.43,1077.14,477894.35,812.2,813.84,813.84,812.2
2024-01-08,1030.0,1086.37,1130.47,1165.0,1062.25,1820035.56,813.84,814.3,814.34,813.84
2024-01-09,1120.0,1131.44,1179.01,1190.95,1126.7,1361698.96,814.3,814.9,814.94,813.85
2024-01-10,1150.0,1179.45,1166.9,1185.94,1164.47,1147262.01,814.9,815.4,815.44,814.9
2024-01-11,1120.0,1169.58,1140.45,1177.84,1138.41,1145734.33,815.4,816.0,816.04,815.4
2024-01-12,1120.0,1141.18,1138.95,1153.59,1125.0,1081183.0,,,,
2024-01-13,,1138.78,1138.5,1145.35,1132.54,572423.58,,,,
2024-01-14,,1139.35,1133.79,1146.0,1127.55,402406.8,816.0,817.6,817.6,816.0
2024-01-15,1135.0,1135.74,1135.03,1155.35,1121.85,872370.06,817.6,818.1,818.15,817.6
2024-01-16,1160.0,1135.32,1177.62,1194.39,1128.57,1613640.67,818.1,818.6,818.64,818.1
2024-01-17,1240.0,1177.95,1248.18,1258.99,1174.35,1841454.35,818.6,819.2,819.2,818.6
2024-01-18,1240.0,1248.49,1273.5,1287.95,1243.43,1368991.46,819.2,819.7,819.74,819.2
2024-01-19,1225.0,1273.22,1259.36,1285.93,1254.76,1196332.65,,,,
2024-01-20,,1261.74,1253.84,1265.5,1244.53,478444.09,,,,
2024-01-21,,1253.51,1253.95,1261.25,1234.5,376632.39,819.7,821.4,821.44,819.7
2024-01-22,1235.0,1253.95,1280.37,1296.99,1246.51,1242828.86,821.4,821.9,821.94,821.4
2024-01-23,1240.0,1280.45,1283.94,1303.15,1275.12,938181.94,821.9,822.4,822.44,821.9
2024-01-24,1255.0,1284.68,1280.59,1290.58,1262.45,1141927.84,822.4,823.0,823.04,822.4
2024-01-25,1255.0,1278.92,1263.88,1292.68,1257.06,743372.14,823.0,823.5,823.54,823.0
2024-01-26,1220.0,1263.82,1236.55,1270.49,1223.01,1032924.88,,,,
2024-01-27,,1237.94,1222.95,1239.75,1219.55,497213.49,,,,
2024-01-28,,1222.75,1227.32,1232.39,1220.45,349156.5,823.5,825.24,825.24,823.5
2024-01-29,1225.0,1227.27,1247.76,1254.95,1211.51,993979.69,825.24,825.7,825.74,825.24
2024-01-30,1215.0,1247.67,1234.78,1267.89,1232.55,1556944.52,825.7,826.3,826.3,825.7
2024-01-31,1195.0,1235.12,1213.89,1249.12,1201.05,1344341.44,826.3,826.8,826.84,826.3
2024-02-01,1185.0,1213.95,1238.61,1261.95,1205.11,2337957.5,826.84,827.3,827.34,826.8
2024-02-02,1180.0,1238.9,1237.38,1282.5,1232.05,2783916.75,,,,
2024-02-03,,1237.36,1232.28,1248.39,1227.5,617326.96,,,,
2024-02-04,,1231.28,1230.97,1240.0,1227.8,446321.03,827.3,829.0,829.04,827.3
2024-02-05,1170.0,1230.89,1233.78,1261.74,1224.0,2872578.2,829.0,829.5,829.54,829.0
2024-02-06,1140.0,1233.53,1236.59,1253.5,1204.18,2199536.65,829.5,830.1,830.14,829.5
2024-02-07,1175.0,1236.6,1229.13,1251.64,1217.61,2404161.86,830.1,830.6,830.64,830.1
2024-02-08,1145.0,1228.31,1215.08,1243.5,1206.0,2161080.79,830.6,831.2,831.24,830.6
2024-02-09,1145.0,1211.38,1187.29,1239.95,1180.15,2728386.56,,,,
2024-02-10,,1187.21,1183.87,1197.99,1174.85,738676.1,,,,
2024-02-11,,1179.1,1186.33,1191.0,1176.1,447716.21,831.2,831.29,831.29,831.2
2024-02-12,,1186.36,1190.88,1197.4,1182.47,790725.01,831.29,831.29,831.29,831.29
2024-02-13,,1191.55,1174.79,1196.45,1165.01,1109550.58,831.29,833.9,833.94,831.29
2024-02-14,1125.0,1176.59,1132.12,1191.2,1125.91,2599562.04,833.9,834.5,834.54,833.9
2024-02-15,1060.0,1134.39,1119.34,1166.0,1115.0,2563928.35,834.5,835.0,835.04,834.5
2024-02-16,1085.0,1119.34,1106.55,1152.5,1070.0,1970340.91,,,,
2024-02-17,,1106.04,1099.25,1117.61,1095.25,938046.87,,,,
2024-02-18,,1098.95,1095.97,1106.86,1094.5,750099.01,835.0,836.7,836.7,835.0
2024-02-19,1110.0,1095.8,1120.34,1145.5,1084.62,2314364.79,836.7,837.2,837.24,836.7
2024-02-20,1110.0,1118.47,1108.36,1140.99,1101.0,2039054.08,837.2,837.8,837.84,837.2
2024-02-21,1115.0,1106.55,1090.62,1122.95,1087.33,1619155.79,837.8,838.3,838.34,837.8
2024-02-22,1085.0,1090.11,1048.7,1103.6,1035.51,2529668.62,838.3,838.9,838.94,838.3
2024-02-23,1085.0,1050.13,1063.95,1091.45,1047.55,3137762.05,,,,
2024-02-24,,1064.0,1044.15,1068.09,1038.6,1881435.49,,,,
2024-02-25,,1042.63,1045.29,1065.72,982.12,1684462.68,838.9,840.6,840.64,838.9
2024-02-26,1080.0,1045.18,1075.03,1092.2,1003.0,2908945.01,840.6,841.1,841.1,840.6
2024-02-27,1075.0,1073.8,1068.03,1087.44,1065.14,3018073.92,841.1,841.7,841.7,840.64
2024-02-28,1045.0,1067.88,1041.55,1077.99,1034.05,3919528.5,841.7,842.3,842.34,841.7
2024-02-29,1030.0,1041.59,1038.4,1063.75,1030.55,5565926.14,842.3,843.0,843.0,842.3
2024-03-01,1040.0,1038.4,1049.41,1064.15,1034.0,5539187.95,,,,
2024-03-02,,1049.81,1037.89,1053.2,1014.07,2355453.51,,,,
2024-03-03,,1037.89,1032.6,1046.6,1023.55,2408581.54,843.0,844.0,844.24,843.0
2024-03-04,1020.0,1032.59,1040.76,1049.3,1021.3,4689719.97,844.0,845.0,845.24,844.0
2024-03-05,1010.0,1042.29,1034.71,1053.2,1027.01,3940519.15,845.0,845.5,845.74,845.0
2024-03-06,995.0,1034.51,1005.24,1051.99,992.5,3675064.99,845.5,846.0,846.0,845.5
2024-03-07,980.0,999.52,1000.0,1017.0,988.15,4684614.21,846.0,846.5,846.74,845.75
2024-03-08,985.0,1000.0,1002.16,1024.95,998.05,4990172.5,,,,
2024-03-09,,1002.12,969.75,1007.7,965.0,3624492.61,,,,
2024-03-10,,967.66,988.86,998.75,966.51,1708959.28,846.5,848.0,848.29,844.89
2024-03-11,990.0,988.9,1007.42,1020.65,981.15,4320945.67,848.0,814.49,848.74,814.49
2024-03-12,1020.0,1006.63,1050.02,1092.45,1004.31,6580498.5,814.5,849.5,849.75,810.44
2024-03-13,1030.0,1049.05,1045.92,1081.24,1036.55,3853120.02,849.5,850.0,850.24,849.5
2024-03-14,1035.0,1045.64,1023.78,1058.49,1006.86,5168249.69,850.0,850.5,850.5,849.75
2024-03-15,1020.0,1024.85,1034.11,1056.73,1017.52,5147263.61,,,,
2024-03-16,,1033.2,1038.83,1044.5,1030.05,1578947.6,,,,
2024-03-17,,1039.67,1041.43,1048.63,1035.05,2041626.01,850.5,852.0,852.24,850.5
2024-03-18,1025.0,1041.38,1058.86,1067.1,1039.0,5762022.48,852.0,853.0,853.0,852.0
2024-03-19,1035.0,1058.72,1073.49,1079.47,1053.45,4833182.88,853.0,852.99,853.0,852.24
2024-03-20,1030.0,1073.35,1066.48,1087.7,1062.9,5554681.4,852.99,853.99,853.99,852.99
2024-03-21,1030.0,1065.36,1074.7,1089.67,1060.69,5075152.94,853.99,854.49,854.74,853.99
2024-03-22,1020.0,1074.7,1061.88,1084.75,1053.51,4958662.95,,,,
2024-03-23,,1061.81,1057.03,1068.0,1049.54,2088738.77,,,,
2024-03-24,,1057.03,1059.68,1063.39,1051.9,1212823.61,854.49,855.99,856.24,854.49
2024-03-25,1020.0,1059.68,1058.18,1076.75,1053.37,7140703.4,856.23,856.49,856.74,856.23
2024-03-26,1015.0,1057.76,1054.05,1069.95,1034.05,9084820.61,856.49,857.49,857.49,856.49
2024-03-27,1010.0,1054.07,1035.25,1069.95,1031.7,8205726.23,857.49,857.48,857.49,857.48
2024-03-28,,1033.69,1028.22,1041.85,1020.11,3391051.51,857.48,857.48,857.5,857.48
2024-03-29,,1028.33,1024.4,1032.1,1019.0,3064923.32,,,,
2024-03-30,,1024.3,1012.38,1027.26,1009.68,2950072.17,,,,
2024-03-31,,1013.58,1008.19,1017.32,1002.6,3097842.08,,,,
2024-04-01,,1008.12,1011.09,1017.82,1002.2,2849190.13,857.48,857.49,857.5,857.48
2024-04-02,,1011.15,1010.83,1024.29,1004.95,2606041.06,857.49,857.5,857.5,857.49
2024-04-03,1005.0,1013.13,1020.41,1047.45,998.06,6289356.09,857.5,857.5,857.5,857.5
2024-04-04,1000.0,1019.75,1028.87,1049.85,1018.36,8438194.12,857.5,861.5,861.74,857.5
2024-04-05,985.0,1028.93,1017.37,1037.45,1010.93,6913742.63,861.5,862.5,862.74,861.5
2024-04-06,,1017.35,1019.0,1022.94,1015.12,2773368.35,,,,
2024-04-07,,1018.95,1024.33,1025.38,1017.01,2102344.85,,,,
2024-04-08,985.0,1022.53,1019.55,1029.65,1015.1,6132578.14,862.5,864.0,864.24,862.5
2024-04-09,990.0,1019.54,1024.48,1034.74,1015.75,7381633.74,864.0,864.5,864.74,864.0
2024-04-10,1000.0,1022.96,1029.27,1033.82,1022.74,6485769.39,864.5,865.24,865.24,864.5
2024-04-11,995.0,1027.61,1030.03,1035.85,1027.0,5554869.48,865.0,865.5,865.5,865.0
2024-04-12,1005.0,1031.57,1045.55,1058.05,1027.28,5904987.07,865.5,866.5,866.74,865.5
2024-04-13,,1045.55,1065.01,1071.0,1036.46,2127615.57,,,,
2024-04-14,,1065.13,1054.22,1069.93,1046.25,1386940.6,,,,
2024-04-15,1005.0,1054.57,1057.05,1064.55,1040.92,4466399.73,866.5,868.0,868.24,866.5
2024-04-16,1040.0,1057.05,1066.25,1073.15,1054.12,4080899.5,868.0,868.5,868.74,868.0
2024-04-17,1035.0,1066.25,1059.57,1073.01,1051.59,2999869.89,868.5,869.0,869.24,868.5
2024-04-18,1030.0,1059.36,1053.22,1067.34,1042.08,3091980.09,869.0,869.5,869.74,869.0
2024-04-19,1015.0,1053.22,1043.43,1058.5,1041.15,4697600.19,869.5,871.0,871.0,869.5
2024-04-20,,1045.8,1042.9,1051.2,1038.71,1724101.45,,,,
2024-04-21,,1042.95,1045.96,1047.24,1041.01,1120256.9,,,,
2024-04-22,1025.0,1044.4,1045.56,1057.14,1041.66,2964777.91,871.0,872.0,872.24,871.0
2024-04-23,1030.0,1045.61,1043.85,1050.44,1039.53,2766650.92,872.0,872.5,872.74,872.0
2024-04-24,1035.0,1042.28,1044.9,1052.7,1040.75,3094268.26,872.5,873.0,873.24,872.5
2024-04-25,1045.0,1044.95,1057.01,1062.75,1044.66,3406018.97,873.0,873.5,873.74,873.0
2024-04-26,1055.0,1057.01,1064.51,1075.35,1056.36,4806194.45,873.5,874.5,874.5,873.5
2024-04-27,,1064.57,1060.26,1070.25,1057.84,1824657.32,,,,
2024-04-28,,1060.3,1063.16,1067.69,1057.4,1516430.01,,,,
2024-04-29,1045.0,1063.16,1073.95,1078.2,1063.15,6157703.5,874.5,876.5,876.5,874.5
2024-04-30,1040.0,1073.95,1073.47,1087.95,1067.5,5675908.66,876.5,876.5,876.74,876.5
2024-05-01,,1074.27,1079.05,1088.81,1069.26,2085767.68,876.5,876.2,876.5,876.2
