1981	-9.6
1982	-15.9
1983	-19.8
1984	-25.4
1985	-9.8
1986	-2.7
1987	-7.7
1988	-6.5
1989	-5.5
1990	-4.4
1991	-4.2
1992	-4.4
1993	-6.1
1994	-3
1995	-1.8
1996	-1.9
1997	-3.3
1998	-5.1
1999	-3.8
2000	-3.7
2001	-6.8
2002	-8.8
2003	-7.9
2004	-5.5
2005	-2.2
2006	4.5
2007	-1.5
2008	3.5
2009	2.6
2010	1.6
2011	0.8
2012	1.7
2013	0.6
2014	-3.4
2015	-6.9
2016	-7.2
2017	-7.9
2018	-8.2
2019	-7.2
2020	-12.7
2021	-9.3
2022	-7.1
2023	-10.9
2024	-10.3
2025	-10.7
2026	-13.4
