2000	74.3
2001	83
2002	86.7
2003	95.6
2004	89.8
2005	82.2
2006	54.4
2007	40
2008	36.8
2009	39.2
2010	37.6
2011	35.3
2012	35.4
2013	36.1
2014	37.6
2015	40.9
2016	46.5
2017	51.3
2018	53.1
2019	58.6
2020	78
2021	81.4
2022	80.1
2023	90.8
2024	95
2025	92.4
